year,month,region,county,branch_name,established_on,operational_cost,staff_bonuses,misc_expenses,waste_cost
2013,3,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2915,221,4792,4027
2013,4,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2901,280,4310,5753
2013,5,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3277,399,7905,5918
2013,6,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2184,301,8599,4338
2013,7,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2785,254,8120,3586
2013,8,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2272,387,7880,5147
2013,9,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3149,295,4875,2925
2013,10,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2734,227,6787,3846
2013,11,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2346,357,4806,2123
2013,12,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3229,229,8010,4901
2014,1,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3392,264,9253,4860
2014,2,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2401,397,5455,4457
2014,3,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3285,289,8250,5457
2014,4,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3219,387,2563,3978
2014,5,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3234,272,6603,5181
2014,6,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2289,352,7877,4510
2014,7,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2814,217,9097,3092
2014,8,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2665,355,2093,5989
2014,9,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2568,367,8376,3503
2014,10,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2056,282,7209,3263
2014,11,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2493,359,3698,3008
2014,12,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3218,265,4531,3663
2015,1,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2367,397,8521,4703
2015,2,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3267,388,7857,5382
2015,3,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2142,363,2932,3188
2015,4,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2675,282,3155,5296
2015,5,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2536,271,5413,5729
2015,6,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2122,330,7569,4095
2015,7,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3091,304,7510,4857
2015,8,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2868,386,8064,4094
2015,9,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2681,309,7109,4895
2015,10,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3404,315,6270,5734
2015,11,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2241,351,8648,5262
2015,12,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2407,215,8875,2473
2016,1,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3377,240,2915,2506
2016,2,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3426,322,3471,3839
2016,3,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3328,298,3486,3181
2016,4,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3099,366,5255,6106
2016,5,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2903,234,2677,4579
2016,6,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2599,206,4433,4641
2016,7,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2252,268,7832,6146
2016,8,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2822,313,7324,5468
2016,9,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3327,287,6396,4859
2016,10,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2722,201,7921,5338
2016,11,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2638,308,2467,5291
2016,12,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2544,349,3571,2925
2017,1,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2120,246,3492,2607
2017,2,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2919,236,3826,6276
2017,3,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3075,365,6884,4527
2017,4,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2723,352,2707,5519
2017,5,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2952,243,6969,3973
2017,6,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3044,287,5235,2047
2017,7,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2494,286,6717,3596
2017,8,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2187,309,4931,4752
2017,9,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2574,306,4349,4982
2017,10,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2854,353,3989,5647
2017,11,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3397,217,8838,4897
2017,12,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2242,204,2830,4428
2018,1,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2439,330,5522,4374
2018,2,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2579,248,3108,4364
2018,3,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2372,318,8755,4546
2018,4,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2731,296,7853,3396
2018,5,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2302,265,4242,4297
2018,6,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3412,276,8787,6390
2018,7,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2024,316,9369,3856
2018,8,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3312,308,5823,4648
2018,9,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3420,211,4731,6010
2018,10,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3085,294,7598,6281
2018,11,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2545,304,6928,5426
2018,12,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3490,224,7299,6280
2019,1,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2930,370,2154,2104
2019,2,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3339,256,4311,3573
2019,3,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2418,246,2195,4142
2019,4,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2625,240,5140,5803
2019,5,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2465,224,4917,3050
2019,6,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3189,306,8017,5416
2019,7,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2813,370,7905,3359
2019,8,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2725,371,4529,4262
2019,9,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3341,242,6041,3759
2019,10,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3146,240,8213,6155
2019,11,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2529,266,4384,3881
2019,12,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2855,306,7104,4001
2020,1,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2452,284,2422,2579
2020,2,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2290,274,6158,5961
2020,3,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2949,236,5497,6411
2020,4,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3445,342,7256,6141
2020,5,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2954,233,3886,2297
2020,6,South East England,West Oxfordshire,West Oxfordshire outlet,2012,3057,357,7164,6065
2020,7,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2127,217,7194,2529
2020,8,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2917,322,4293,4384
2020,9,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2675,261,5383,5834
2020,10,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2502,219,7850,5643
2020,11,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2717,271,6720,6004
2020,12,South East England,West Oxfordshire,West Oxfordshire outlet,2012,2500,258,4028,6200
2012,1,North West England,Lancashire,Lancashire store,2012,2587,385,2737,4383
2012,2,North West England,Lancashire,Lancashire store,2012,2445,347,5132,5037
2012,3,North West England,Lancashire,Lancashire store,2012,2614,311,6895,4005
2012,4,North West England,Lancashire,Lancashire store,2012,2839,201,7484,3030
2012,5,North West England,Lancashire,Lancashire store,2012,2102,345,2977,4429
2012,6,North West England,Lancashire,Lancashire store,2012,2636,227,3650,5742
2012,7,North West England,Lancashire,Lancashire store,2012,2291,306,3498,3952
2012,8,North West England,Lancashire,Lancashire store,2012,2255,299,9378,4078
2012,9,North West England,Lancashire,Lancashire store,2012,3122,375,3790,4362
2012,10,North West England,Lancashire,Lancashire store,2012,2473,291,5971,3777
2012,11,North West England,Lancashire,Lancashire store,2012,2545,373,8997,4867
2012,12,North West England,Lancashire,Lancashire store,2012,2963,356,6076,2460
2013,1,North West England,Lancashire,Lancashire store,2012,3344,379,7095,2404
2013,2,North West England,Lancashire,Lancashire store,2012,2731,354,8653,3553
2013,3,North West England,Lancashire,Lancashire store,2012,2004,373,3912,3342
2013,4,North West England,Lancashire,Lancashire store,2012,2331,213,6612,2498
2013,5,North West England,Lancashire,Lancashire store,2012,2244,252,8153,2086
2013,6,North West England,Lancashire,Lancashire store,2012,2820,342,6918,3845
2013,7,North West England,Lancashire,Lancashire store,2012,3305,278,3358,2601
2013,8,North West England,Lancashire,Lancashire store,2012,3163,364,8312,5734
2013,9,North West England,Lancashire,Lancashire store,2012,3088,216,7604,2970
2013,10,North West England,Lancashire,Lancashire store,2012,3114,311,5189,2404
2013,11,North West England,Lancashire,Lancashire store,2012,3017,311,4923,2366
2013,12,North West England,Lancashire,Lancashire store,2012,3213,359,4402,5175
2014,1,North West England,Lancashire,Lancashire store,2012,2315,385,5060,2967
2014,2,North West England,Lancashire,Lancashire store,2012,3075,216,3223,3096
2014,3,North West England,Lancashire,Lancashire store,2012,2587,264,5558,2460
2014,4,North West England,Lancashire,Lancashire store,2012,2584,228,3077,4730
2014,5,North West England,Lancashire,Lancashire store,2012,3182,306,8676,4893
2014,6,North West England,Lancashire,Lancashire store,2012,2088,209,5921,4887
2014,7,North West England,Lancashire,Lancashire store,2012,2689,301,5742,2660
2014,8,North West England,Lancashire,Lancashire store,2012,3249,349,2218,5742
2014,9,North West England,Lancashire,Lancashire store,2012,2897,226,4860,3407
2014,10,North West England,Lancashire,Lancashire store,2012,2805,350,8469,2924
2014,11,North West England,Lancashire,Lancashire store,2012,2526,391,4141,5021
2014,12,North West England,Lancashire,Lancashire store,2012,2887,312,9394,4263
2015,1,North West England,Lancashire,Lancashire store,2012,2158,381,7237,6453
2015,2,North West England,Lancashire,Lancashire store,2012,2699,290,9253,4420
2015,3,North West England,Lancashire,Lancashire store,2012,2946,311,3903,2747
2015,4,North West England,Lancashire,Lancashire store,2012,2986,236,9154,6468
2015,5,North West England,Lancashire,Lancashire store,2012,3229,330,3517,5857
2015,6,North West England,Lancashire,Lancashire store,2012,2528,359,8443,5439
2015,7,North West England,Lancashire,Lancashire store,2012,2738,278,5634,5603
2015,8,North West England,Lancashire,Lancashire store,2012,2273,379,9462,4505
2015,9,North West England,Lancashire,Lancashire store,2012,2236,287,3150,3787
2015,10,North West England,Lancashire,Lancashire store,2012,2021,373,6492,5135
2015,11,North West England,Lancashire,Lancashire store,2012,2647,238,4116,3642
2015,12,North West England,Lancashire,Lancashire store,2012,3212,362,5111,3880
2016,1,North West England,Lancashire,Lancashire store,2012,2218,216,2792,3832
2016,2,North West England,Lancashire,Lancashire store,2012,2364,220,3137,6295
2016,3,North West England,Lancashire,Lancashire store,2012,2386,266,4083,5180
2016,4,North West England,Lancashire,Lancashire store,2012,3471,229,3156,6483
2016,5,North West England,Lancashire,Lancashire store,2012,2031,240,6622,4573
2016,6,North West England,Lancashire,Lancashire store,2012,3429,228,3865,3130
2016,7,North West England,Lancashire,Lancashire store,2012,2979,349,6145,4077
2016,8,North West England,Lancashire,Lancashire store,2012,3357,364,6450,4925
2016,9,North West England,Lancashire,Lancashire store,2012,2508,323,3432,2646
2016,10,North West England,Lancashire,Lancashire store,2012,3450,386,4145,3363
2016,11,North West England,Lancashire,Lancashire store,2012,3278,218,9191,3036
2016,12,North West England,Lancashire,Lancashire store,2012,2623,381,7993,3034
2017,1,North West England,Lancashire,Lancashire store,2012,2231,344,7387,4389
2017,2,North West England,Lancashire,Lancashire store,2012,2998,245,8832,5151
2017,3,North West England,Lancashire,Lancashire store,2012,3244,280,3443,4033
2017,4,North West England,Lancashire,Lancashire store,2012,2277,370,8343,5429
2017,5,North West England,Lancashire,Lancashire store,2012,2001,280,6729,3259
2017,6,North West England,Lancashire,Lancashire store,2012,2301,357,5942,2203
2017,7,North West England,Lancashire,Lancashire store,2012,2706,311,6735,2671
2017,8,North West England,Lancashire,Lancashire store,2012,2945,342,5615,3617
2017,9,North West England,Lancashire,Lancashire store,2012,2397,278,6400,3390
2017,10,North West England,Lancashire,Lancashire store,2012,2054,269,6545,4757
2017,11,North West England,Lancashire,Lancashire store,2012,2870,392,6490,3848
2017,12,North West England,Lancashire,Lancashire store,2012,3441,304,4161,2429
2018,1,North West England,Lancashire,Lancashire store,2012,2939,363,8623,3230
2018,2,North West England,Lancashire,Lancashire store,2012,2853,360,9482,3776
2018,3,North West England,Lancashire,Lancashire store,2012,3208,238,5980,2123
2018,4,North West England,Lancashire,Lancashire store,2012,2612,354,6073,3025
2018,5,North West England,Lancashire,Lancashire store,2012,2835,205,9049,3391
2018,6,North West England,Lancashire,Lancashire store,2012,2514,204,3182,5324
2018,7,North West England,Lancashire,Lancashire store,2012,3472,252,5662,4923
2018,8,North West England,Lancashire,Lancashire store,2012,3333,391,5476,5947
2018,9,North West England,Lancashire,Lancashire store,2012,3339,307,6667,5366
2018,10,North West England,Lancashire,Lancashire store,2012,2504,374,4474,2395
2018,11,North West England,Lancashire,Lancashire store,2012,3279,390,2162,3025
2018,12,North West England,Lancashire,Lancashire store,2012,2057,275,8686,5323
2019,1,North West England,Lancashire,Lancashire store,2012,3352,309,3810,4660
2019,2,North West England,Lancashire,Lancashire store,2012,3384,330,3777,3585
2019,3,North West England,Lancashire,Lancashire store,2012,2651,327,4753,2773
2019,4,North West England,Lancashire,Lancashire store,2012,2337,376,8011,5464
2019,5,North West England,Lancashire,Lancashire store,2012,2368,388,6829,5129
2019,6,North West England,Lancashire,Lancashire store,2012,3337,359,8386,3243
2019,7,North West England,Lancashire,Lancashire store,2012,2445,380,2525,4129
2019,8,North West England,Lancashire,Lancashire store,2012,2419,215,4766,4445
2019,9,North West England,Lancashire,Lancashire store,2012,2251,220,9479,5059
2019,10,North West England,Lancashire,Lancashire store,2012,3291,210,5653,3238
2019,11,North West England,Lancashire,Lancashire store,2012,3211,263,5737,3579
2019,12,North West England,Lancashire,Lancashire store,2012,3082,334,4753,3787
2020,1,North West England,Lancashire,Lancashire store,2012,2122,263,6688,4591
2020,2,North West England,Lancashire,Lancashire store,2012,3389,217,6313,2028
2020,3,North West England,Lancashire,Lancashire store,2012,2988,226,8485,6031
2020,4,North West England,Lancashire,Lancashire store,2012,2291,203,5452,5137
2020,5,North West England,Lancashire,Lancashire store,2012,3450,285,4616,5726
2020,6,North West England,Lancashire,Lancashire store,2012,2433,290,4049,5230
2020,7,North West England,Lancashire,Lancashire store,2012,2135,350,4592,4585
2020,8,North West England,Lancashire,Lancashire store,2012,2670,258,2985,6072
2020,9,North West England,Lancashire,Lancashire store,2012,3243,308,3049,6322
2020,10,North West England,Lancashire,Lancashire store,2012,3140,359,3829,2423
2020,11,North West England,Lancashire,Lancashire store,2012,2297,277,7139,3373
2020,12,North West England,Lancashire,Lancashire store,2012,2792,315,3127,5862
2011,1,South East England,Fareham,Fareham outlet,2011,2386,316,2906,2360
2011,2,South East England,Fareham,Fareham outlet,2011,2912,257,8354,5323
2011,3,South East England,Fareham,Fareham outlet,2011,2874,313,3567,5507
2011,4,South East England,Fareham,Fareham outlet,2011,2656,397,3124,4913
2011,5,South East England,Fareham,Fareham outlet,2011,2273,374,6938,3762
2011,6,South East England,Fareham,Fareham outlet,2011,2167,264,5813,6186
2011,7,South East England,Fareham,Fareham outlet,2011,2520,299,3933,4270
2011,8,South East England,Fareham,Fareham outlet,2011,3429,310,6000,4960
2011,9,South East England,Fareham,Fareham outlet,2011,2465,359,7883,3631
2011,10,South East England,Fareham,Fareham outlet,2011,2941,224,3543,6219
2011,11,South East England,Fareham,Fareham outlet,2011,2740,297,2075,2890
2011,12,South East England,Fareham,Fareham outlet,2011,2408,263,3358,4751
2012,1,South East England,Fareham,Fareham outlet,2011,3065,230,9127,4662
2012,2,South East England,Fareham,Fareham outlet,2011,2286,247,6095,4509
2012,3,South East England,Fareham,Fareham outlet,2011,2298,235,2931,2818
2012,4,South East England,Fareham,Fareham outlet,2011,3261,232,6574,2216
2012,5,South East England,Fareham,Fareham outlet,2011,2813,255,5075,4939
2012,6,South East England,Fareham,Fareham outlet,2011,2662,262,7779,4751
2012,7,South East England,Fareham,Fareham outlet,2011,2158,257,8655,2259
2012,8,South East England,Fareham,Fareham outlet,2011,3309,338,2332,5847
2012,9,South East England,Fareham,Fareham outlet,2011,2729,332,9343,4532
2012,10,South East England,Fareham,Fareham outlet,2011,2578,273,7536,4901
2012,11,South East England,Fareham,Fareham outlet,2011,2137,218,8029,2979
2012,12,South East England,Fareham,Fareham outlet,2011,2253,375,8781,5383
2013,1,South East England,Fareham,Fareham outlet,2011,3285,368,6275,4071
2013,2,South East England,Fareham,Fareham outlet,2011,2671,274,2178,4193
2013,3,South East England,Fareham,Fareham outlet,2011,3457,217,6921,2601
2013,4,South East England,Fareham,Fareham outlet,2011,2627,237,3072,2575
2013,5,South East England,Fareham,Fareham outlet,2011,3382,319,6720,4288
2013,6,South East England,Fareham,Fareham outlet,2011,2177,350,7167,4391
2013,7,South East England,Fareham,Fareham outlet,2011,2034,306,3906,2198
2013,8,South East England,Fareham,Fareham outlet,2011,3241,338,4719,4296
2013,9,South East England,Fareham,Fareham outlet,2011,3466,258,4723,4792
2013,10,South East England,Fareham,Fareham outlet,2011,2016,317,8506,3174
2013,11,South East England,Fareham,Fareham outlet,2011,2916,321,3306,2243
2013,12,South East England,Fareham,Fareham outlet,2011,2134,251,8436,4543
2014,1,South East England,Fareham,Fareham outlet,2011,3209,247,4291,4057
2014,2,South East England,Fareham,Fareham outlet,2011,3233,319,5158,4674
2014,3,South East England,Fareham,Fareham outlet,2011,2953,233,2786,3982
2014,4,South East England,Fareham,Fareham outlet,2011,2272,246,2678,5994
2014,5,South East England,Fareham,Fareham outlet,2011,2287,321,3786,3839
2014,6,South East England,Fareham,Fareham outlet,2011,2977,305,6829,4702
2014,7,South East England,Fareham,Fareham outlet,2011,3252,213,7317,5461
2014,8,South East England,Fareham,Fareham outlet,2011,2745,344,2975,2933
2014,9,South East England,Fareham,Fareham outlet,2011,3109,331,8553,4091
2014,10,South East England,Fareham,Fareham outlet,2011,2956,259,5338,5824
2014,11,South East England,Fareham,Fareham outlet,2011,2642,280,7177,2104
2014,12,South East England,Fareham,Fareham outlet,2011,3402,277,2052,2554
2015,1,South East England,Fareham,Fareham outlet,2011,2314,350,7698,3705
2015,2,South East England,Fareham,Fareham outlet,2011,2648,229,5047,3544
2015,3,South East England,Fareham,Fareham outlet,2011,2745,265,5141,2963
2015,4,South East England,Fareham,Fareham outlet,2011,2870,281,8223,6219
2015,5,South East England,Fareham,Fareham outlet,2011,2727,296,6207,4905
2015,6,South East England,Fareham,Fareham outlet,2011,2336,328,4883,5724
2015,7,South East England,Fareham,Fareham outlet,2011,2671,345,4007,6045
2015,8,South East England,Fareham,Fareham outlet,2011,3454,229,8948,6279
2015,9,South East England,Fareham,Fareham outlet,2011,2102,208,7754,3571
2015,10,South East England,Fareham,Fareham outlet,2011,2528,324,5252,5494
2015,11,South East England,Fareham,Fareham outlet,2011,2068,228,5803,2714
2015,12,South East England,Fareham,Fareham outlet,2011,3301,247,4605,3207
2016,1,South East England,Fareham,Fareham outlet,2011,3097,212,5406,5780
2016,2,South East England,Fareham,Fareham outlet,2011,2596,384,3211,4665
2016,3,South East England,Fareham,Fareham outlet,2011,3126,267,5010,6131
2016,4,South East England,Fareham,Fareham outlet,2011,2119,381,6824,3188
2016,5,South East England,Fareham,Fareham outlet,2011,3201,337,2077,5249
2016,6,South East England,Fareham,Fareham outlet,2011,2076,204,5452,5173
2016,7,South East England,Fareham,Fareham outlet,2011,3174,299,4090,4245
2016,8,South East England,Fareham,Fareham outlet,2011,2382,248,4911,3809
2016,9,South East England,Fareham,Fareham outlet,2011,2041,265,8395,3549
2016,10,South East England,Fareham,Fareham outlet,2011,2796,366,7468,5227
2016,11,South East England,Fareham,Fareham outlet,2011,2092,332,3906,4874
2016,12,South East England,Fareham,Fareham outlet,2011,3401,296,5365,5286
2017,1,South East England,Fareham,Fareham outlet,2011,3007,224,3301,4237
2017,2,South East England,Fareham,Fareham outlet,2011,3497,225,7252,5089
2017,3,South East England,Fareham,Fareham outlet,2011,2504,398,3543,5599
2017,4,South East England,Fareham,Fareham outlet,2011,2286,265,6831,3195
2017,5,South East England,Fareham,Fareham outlet,2011,3057,267,4786,3839
2017,6,South East England,Fareham,Fareham outlet,2011,2620,330,4110,6319
2017,7,South East England,Fareham,Fareham outlet,2011,3415,216,7292,6084
2017,8,South East England,Fareham,Fareham outlet,2011,2028,387,8963,2596
2017,9,South East England,Fareham,Fareham outlet,2011,2672,269,8956,4359
2017,10,South East England,Fareham,Fareham outlet,2011,2152,333,8491,6382
2017,11,South East England,Fareham,Fareham outlet,2011,2281,304,8682,4574
2017,12,South East England,Fareham,Fareham outlet,2011,3303,226,8775,4931
2018,1,South East England,Fareham,Fareham outlet,2011,3140,245,4558,6295
2018,2,South East England,Fareham,Fareham outlet,2011,3497,338,6408,4415
2018,3,South East England,Fareham,Fareham outlet,2011,2274,201,9129,2685
2018,4,South East England,Fareham,Fareham outlet,2011,2279,291,4478,3163
2018,5,South East England,Fareham,Fareham outlet,2011,3305,308,7771,3121
2018,6,South East England,Fareham,Fareham outlet,2011,2779,211,5835,6004
2018,7,South East England,Fareham,Fareham outlet,2011,3370,277,2553,3205
2018,8,South East England,Fareham,Fareham outlet,2011,2160,297,2477,4450
2018,9,South East England,Fareham,Fareham outlet,2011,2433,326,2712,3085
2018,10,South East England,Fareham,Fareham outlet,2011,3389,353,7602,3586
2018,11,South East England,Fareham,Fareham outlet,2011,3485,305,3797,5161
2018,12,South East England,Fareham,Fareham outlet,2011,2422,265,7976,4218
2019,1,South East England,Fareham,Fareham outlet,2011,3398,326,4180,2317
2019,2,South East England,Fareham,Fareham outlet,2011,2416,331,2826,5313
2019,3,South East England,Fareham,Fareham outlet,2011,2609,334,4221,4820
2019,4,South East England,Fareham,Fareham outlet,2011,2163,211,5662,5928
2019,5,South East England,Fareham,Fareham outlet,2011,3263,324,4291,2229
2019,6,South East England,Fareham,Fareham outlet,2011,2030,345,7469,2787
2019,7,South East England,Fareham,Fareham outlet,2011,2089,218,3614,5508
2019,8,South East England,Fareham,Fareham outlet,2011,2663,393,9110,2755
2019,9,South East England,Fareham,Fareham outlet,2011,3291,216,6405,5937
2019,10,South East England,Fareham,Fareham outlet,2011,2093,355,5907,3590
2019,11,South East England,Fareham,Fareham outlet,2011,2962,387,9298,5271
2019,12,South East England,Fareham,Fareham outlet,2011,2452,267,8982,2604
2020,1,South East England,Fareham,Fareham outlet,2011,2215,342,3988,5059
2020,2,South East England,Fareham,Fareham outlet,2011,2917,344,4031,4043
2020,3,South East England,Fareham,Fareham outlet,2011,2989,396,3541,4640
2020,4,South East England,Fareham,Fareham outlet,2011,2192,322,6413,2415
2020,5,South East England,Fareham,Fareham outlet,2011,3065,328,4808,5698
2020,6,South East England,Fareham,Fareham outlet,2011,2624,340,2406,6200
2020,7,South East England,Fareham,Fareham outlet,2011,2246,255,8460,3551
2020,8,South East England,Fareham,Fareham outlet,2011,3085,230,6366,3092
2020,9,South East England,Fareham,Fareham outlet,2011,2318,226,8741,5816
2020,10,South East England,Fareham,Fareham outlet,2011,2113,224,2190,6228
2020,11,South East England,Fareham,Fareham outlet,2011,2883,200,9292,2794
2020,12,South East England,Fareham,Fareham outlet,2011,2279,395,6758,5520
2010,1,Wales,Swansea,Swansea store,2010,2039,335,6586,4392
2010,2,Wales,Swansea,Swansea store,2010,2995,216,3689,3614
2010,3,Wales,Swansea,Swansea store,2010,3368,370,6332,2731
2010,4,Wales,Swansea,Swansea store,2010,3393,351,7076,3982
2010,5,Wales,Swansea,Swansea store,2010,3296,257,2080,4463
2010,6,Wales,Swansea,Swansea store,2010,3219,253,9204,4475
2010,7,Wales,Swansea,Swansea store,2010,2339,374,7213,5358
2010,8,Wales,Swansea,Swansea store,2010,3051,399,7115,2922
2010,9,Wales,Swansea,Swansea store,2010,2361,264,7535,4329
2010,10,Wales,Swansea,Swansea store,2010,2107,365,2287,6189
2010,11,Wales,Swansea,Swansea store,2010,2026,376,6351,6272
2010,12,Wales,Swansea,Swansea store,2010,2311,324,8172,4405
2011,1,Wales,Swansea,Swansea store,2010,3075,365,9391,5940
2011,2,Wales,Swansea,Swansea store,2010,2959,343,2758,2715
2011,3,Wales,Swansea,Swansea store,2010,2774,247,4590,3246
2011,4,Wales,Swansea,Swansea store,2010,2879,308,8300,3971
2011,5,Wales,Swansea,Swansea store,2010,2700,393,5049,6286
2011,6,Wales,Swansea,Swansea store,2010,2328,254,8672,2312
2011,7,Wales,Swansea,Swansea store,2010,2319,267,6020,3045
2011,8,Wales,Swansea,Swansea store,2010,2361,342,6080,6372
2011,9,Wales,Swansea,Swansea store,2010,3336,341,4883,5153
2011,10,Wales,Swansea,Swansea store,2010,2624,230,9154,5253
2011,11,Wales,Swansea,Swansea store,2010,3494,205,8264,4128
2011,12,Wales,Swansea,Swansea store,2010,2463,206,8788,3718
2012,1,Wales,Swansea,Swansea store,2010,2635,360,5573,2024
2012,2,Wales,Swansea,Swansea store,2010,2124,361,5002,2689
2012,3,Wales,Swansea,Swansea store,2010,2058,298,5895,3000
2012,4,Wales,Swansea,Swansea store,2010,3489,384,2269,4110
2012,5,Wales,Swansea,Swansea store,2010,3493,380,5854,4405
2012,6,Wales,Swansea,Swansea store,2010,2407,217,6766,2498
2012,7,Wales,Swansea,Swansea store,2010,2527,260,4414,4435
2012,8,Wales,Swansea,Swansea store,2010,2907,240,3698,3315
2012,9,Wales,Swansea,Swansea store,2010,2012,208,7278,2747
2012,10,Wales,Swansea,Swansea store,2010,2272,256,3623,6139
2012,11,Wales,Swansea,Swansea store,2010,2975,300,9401,4054
2012,12,Wales,Swansea,Swansea store,2010,2892,342,4725,5713
2013,1,Wales,Swansea,Swansea store,2010,3142,360,8157,6189
2013,2,Wales,Swansea,Swansea store,2010,3451,255,3833,4314
2013,3,Wales,Swansea,Swansea store,2010,3261,365,2554,5069
2013,4,Wales,Swansea,Swansea store,2010,2245,202,8202,5529
2013,5,Wales,Swansea,Swansea store,2010,3367,247,5536,5579
2013,6,Wales,Swansea,Swansea store,2010,2988,399,6498,6124
2013,7,Wales,Swansea,Swansea store,2010,2337,336,7700,5009
2013,8,Wales,Swansea,Swansea store,2010,2713,392,4030,5945
2013,9,Wales,Swansea,Swansea store,2010,3210,284,6518,4707
2013,10,Wales,Swansea,Swansea store,2010,2655,284,7373,6351
2013,11,Wales,Swansea,Swansea store,2010,2402,213,5022,3358
